,open,high,low,close,volume
2025-05-20,455.5900,458.3400,454.3201,458.1700,15441808
2025-05-21,454.5700,457.7800,451.8140,452.5700,19216906
2025-05-22,454.9500,460.2500,453.9000,454.8600,18025612
2025-05-23,449.9800,453.6900,448.9100,450.1800,16883509
2025-05-27,456.4800,460.9500,456.1150,460.6900,20974293
2025-05-28,461.2200,462.5200,456.9300,457.3600,17086261
2025-05-29,461.5500,461.7200,455.3105,458.6800,13982211
2025-05-30,459.7150,461.6800,455.5400,460.3600,34770475
2025-06-02,457.1400,462.1100,456.8900,461.9700,16626495
2025-06-03,461.4700,464.1400,460.8622,462.9700,15743760
2025-06-04,464.0000,465.6900,463.0201,463.8700,14162688
2025-06-05,464.9550,469.6500,464.0300,467.6800,20154460
2025-06-06,470.0850,473.3350,468.7800,470.3800,15285624
2025-06-09,469.7000,473.4300,468.6200,472.7500,16469932
2025-06-10,471.1850,472.8000,466.9600,470.9200,15375944
2025-06-11,470.0200,475.4700,469.6550,472.6200,16399176
2025-06-12,475.0200,480.4150,473.5200,478.8700,18950582
2025-06-13,476.4100,479.1800,472.7600,474.9600,16814456
2025-06-16,475.2100,480.6943,475.0000,479.1400,15626104
2025-06-17,475.3950,478.7399,474.0800,478.0400,15414128
2025-06-18,478.0000,481.0000,474.4600,480.2400,17526452
2025-06-20,482.2300,483.4600,476.8700,477.4000,37576206
2025-06-23,478.2100,487.7500,472.5100,486.0000,24863952
2025-06-24,488.9500,491.8490,486.7950,490.1100,22305642
2025-06-25,492.0400,494.5556,489.3900,492.2700,17495099
2025-06-26,492.9800,498.0400,492.8100,497.4500,21578853
2025-06-27,497.5500,499.3000,493.0300,495.9400,34539236
2025-06-30,497.0400,500.7600,495.3300,497.4100,28368991
2025-07-01,496.4700,498.0500,490.9800,492.0500,19945375
2025-07-02,489.9900,493.5000,488.7000,491.0900,16319641
2025-07-03,493.8100,500.1300,493.4400,498.8400,13984829
2025-07-07,497.3800,498.7500,495.2250,497.7200,13981605
