,open,high,low,close,volume
2025-06-11,334.3950,335.5000,322.5000,326.4300,122611360
2025-06-12,323.0750,332.5600,316.8600,319.1100,105127536
2025-06-13,313.9700,332.9900,313.3000,325.3100,128964279
2025-06-16,331.2900,332.0500,326.4100,329.1300,83925858
2025-06-17,326.0900,327.2600,314.7400,316.3500,88282669
2025-06-18,317.3100,329.3200,315.4500,322.0500,95137686
2025-06-20,327.9500,332.3600,317.7800,322.1600,108688008
2025-06-23,327.5400,357.5400,327.4800,348.6800,190716815
2025-06-24,356.1700,356.2600,340.4400,340.4700,114736245
2025-06-25,342.7000,343.0000,320.4000,327.5500,119845050
2025-06-26,324.6100,331.0500,323.6100,325.7800,80440907
2025-06-27,324.5100,329.3393,317.4950,323.6300,89067049
2025-06-30,319.9000,325.5799,316.6000,317.6600,76695081
2025-07-01,298.4600,305.8900,293.2100,300.7100,145085665
2025-07-02,312.6300,316.8320,303.8200,315.6500,119483730
2025-07-03,317.9900,318.4500,312.7600,315.3500,58042302
2025-07-07,291.3700,296.1500,288.7701,293.9400,131177949
